intratherm_id,extractor,ref,original_compilation,genus_species,population_id,acclim_temp,latitude,longitude,coordinates_source,genus_from_study,species_from_study,location_description,realm_general3,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,life_stage.x,phylum.x,class.x,order.x,family.x,realm_specific,realm_general,notes.x,n_cat,record_number,record,acclim_time_life_120,log_acclim_time,safety,log_elevation,elev_min,iucn_2104risk,rate_acclimation_c_day,weight_g,realm_general2,acclim_time_original,acclim_time_units,trophic_position,source_logic_for_trophic_position,dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering,logic_source_for_dispersal_type,cold_season_dormancy,source_logic_for_cold_season_dormancy,highland_specialist,source_logic_for_highland_specialist,no_acclimation,genus,species,class,order,family,life_stage,age_maturity_days_female,age_maturity_days_female_reference,age_maturity_days_male,age_maturity_days_male_reference,age_maturity.days_unknown_sex,dispersal_distance_category,logic_source_for_dispersal_distance,dispersal_distance2_category,logic_source_for_dispersal_distance2,maximum_body_size_svl_hbl_cm,source_for_maximum_body_size,average_body_size_female,average_body_size_female_reference,average_body_size_male,average_body_size_male_reference,average_body_size_unknown_sex,season_inactive,logic_source_for_season_inactive,migratory,source_logic_for_migration_info,season_when_away_10km...migratory.only.,season_when_away_100km...migratory.only.,logic_source_season_when_away,data_gatherer,Home.range.size_Km2,logic.source_for_Home.range.size,lifespan_days,lifespan_days_reference,Notes
2752,NA,Wilson & Nagler 2006,Comte,Sander vitreus,Sander vitreus_47.5,22,47.5,-100.48,,Sander,vitreus,North Dakota US,Aquatic,NA,34.2,tmax,0.68,SD,20,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2753,NA,Wilson & Nagler 2006,Comte,Sander vitreus,Sander vitreus_47.5,22,47.5,-100.48,,Sander,vitreus,North Dakota US,Aquatic,NA,31.6,tmax,0.18,SD,10,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2754,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,8,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,27,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2755,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,10.1,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,28.6,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2756,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,12.1,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,29,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2757,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,13.9,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,29.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2758,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,16,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,30.6,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2759,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,18.2,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,30.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2760,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,20.2,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,30.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2761,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,22.1,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,30.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2762,NA,Wismer & Christie 1987,Comte,Sander vitreus,Sander vitreus_NA,24,NA,NA,,Sander,vitreus,Smith and Koenst 1975,Aquatic,NA,31.5,tmax,NA,SD,NA,lethal,death,NA,NA,NA,NA,NA,NA,juveniles,NA,NA,NA,Percidae,NA,Freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sander,vitreus,Actinopterygii,Perciformes,Percidae,juveniles,1095,3-8 years (NatureServe Explorer),730,2-4 years (NatureServe Explorer),NA,100+,MOVEMENT: found fairly high spawning site fidelity but no mention of straying distance (https://doi.org/10.1111/eff.12350) high overlap in home range between years (https://doi.org/10.1080/02705060.2016.1240110)  GENETIC: lack of genetic structure suggests straying is sufficient in lake winnipeg populations separated by 300+ km (https://doi.org/10.1016/j.jglr.2011.05.005) MIGRATION: adult can move more than 160km to spawn (NatureServe Explorer),NA,NA,107,FL male/unsexed -fishbase,54,TL male/unsexed -fishbase,54,TL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,spring,spring,DISTANCE: than 160km (NatureServe Explorer) TIMING: spring POPULATION SPECIFIC: northern spawn in early summer (NatureServe Explorer),Nikki,0.679-3,67.9 ha+ <300 ha (https://doi.org/10.1080/02705060.2016.1240110),10585,29 years max (fishbase),NA
2763,NA,Martâˆ_â‰ nez-Porchas et al. 2009,Comte,Sardinops sagax,Sardinops sagax_31.86,18,31.86,-116.6,,Sardinops,sagax,Bahia Ensenada Mexico,Aquatic,NA,24.3,tmax,0,SD,6,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupeidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinops,sagax,Actinopterygii,NA,Clupeidae,NA,821,AnAge,821,AnAge,NA,unk,LARVAE: pelagic larvae (Miller+ J. M.+ Reed+ J. P.+ & Pietrafesa+ L. J. (1984). Patterns+ mechanisms and approaches to the study of migrations of estuarine-dependent fish larvae and juveniles. In Mechanisms of migration in fishes (pp. 209-225). Springer+ Boston+ MA.),NA,NA,39.5,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,summer,summer,DISTANCE: California to Vancouver island+ 100km+ (https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_pacific_sardine_e.pdf) TIMING: depends on subpopulation entirely+ summer is a large generalization POPULATION SPECIFIC: timing+ see IUCN,Nikki,unk,NA,9125,7-25 years max (IUCN Red List),NA
2764,NA,Martâˆ_â‰ nez-Porchas et al. 2009,Comte,Sardinops sagax,Sardinops sagax_31.86,23,31.86,-116.6,,Sardinops,sagax,Bahia Ensenada Mexico,Aquatic,NA,25.6,tmax,0.2,SD,6,lethal,death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupeidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinops,sagax,Actinopterygii,NA,Clupeidae,NA,821,AnAge,821,AnAge,NA,unk,LARVAE: pelagic larvae (Miller+ J. M.+ Reed+ J. P.+ & Pietrafesa+ L. J. (1984). Patterns+ mechanisms and approaches to the study of migrations of estuarine-dependent fish larvae and juveniles. In Mechanisms of migration in fishes (pp. 209-225). Springer+ Boston+ MA.),NA,NA,39.5,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,summer,summer,DISTANCE: California to Vancouver island+ 100km+ (https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_pacific_sardine_e.pdf) TIMING: depends on subpopulation entirely+ summer is a large generalization POPULATION SPECIFIC: timing+ see IUCN,Nikki,unk,NA,9125,7-25 years max (IUCN Red List),NA
2765,NA,Martâˆ_â‰ nez-Porchas & Hernâˆ_Â°ndez-Rodrâˆ_â‰ guez 2010,Comte,Sardinops sagax,Sardinops sagax_31.86,18,31.86,-116.6,,Sardinops,sagax,Ensenada Baja California Mexico,Aquatic,20,30.5,tmax,1.1,SD,12,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupeidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,20,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinops,sagax,Actinopterygii,NA,Clupeidae,NA,821,AnAge,821,AnAge,NA,unk,LARVAE: pelagic larvae (Miller+ J. M.+ Reed+ J. P.+ & Pietrafesa+ L. J. (1984). Patterns+ mechanisms and approaches to the study of migrations of estuarine-dependent fish larvae and juveniles. In Mechanisms of migration in fishes (pp. 209-225). Springer+ Boston+ MA.),NA,NA,39.5,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,summer,summer,DISTANCE: California to Vancouver island+ 100km+ (https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_pacific_sardine_e.pdf) TIMING: depends on subpopulation entirely+ summer is a large generalization POPULATION SPECIFIC: timing+ see IUCN,Nikki,unk,NA,9125,7-25 years max (IUCN Red List),NA
2766,NA,Martâˆ_â‰ nez-Porchas & Hernâˆ_Â°ndez-Rodrâˆ_â‰ guez 2010,Comte,Sardinops sagax,Sardinops sagax_31.86,23,31.86,-116.6,,Sardinops,sagax,Ensenada Baja California Mexico,Aquatic,20,32.2,tmax,0.6,SD,12,critical,LOE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupeidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,20,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinops,sagax,Actinopterygii,NA,Clupeidae,NA,821,AnAge,821,AnAge,NA,unk,LARVAE: pelagic larvae (Miller+ J. M.+ Reed+ J. P.+ & Pietrafesa+ L. J. (1984). Patterns+ mechanisms and approaches to the study of migrations of estuarine-dependent fish larvae and juveniles. In Mechanisms of migration in fishes (pp. 209-225). Springer+ Boston+ MA.),NA,NA,39.5,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,summer,summer,DISTANCE: California to Vancouver island+ 100km+ (https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_pacific_sardine_e.pdf) TIMING: depends on subpopulation entirely+ summer is a large generalization POPULATION SPECIFIC: timing+ see IUCN,Nikki,unk,NA,9125,7-25 years max (IUCN Red List),NA
2767,NA,Martâˆ_â‰ nez-Porchas & Hernâˆ_Â°ndez-Rodrâˆ_â‰ guez 2010,Comte,Sardinops sagax,Sardinops sagax_31.86,18,31.86,-116.6,,Sardinops,sagax,Ensenada Baja California Mexico,Aquatic,20,28.1,tmax,2,SD,12,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupeidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,20,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinops,sagax,Actinopterygii,NA,Clupeidae,NA,821,AnAge,821,AnAge,NA,unk,LARVAE: pelagic larvae (Miller+ J. M.+ Reed+ J. P.+ & Pietrafesa+ L. J. (1984). Patterns+ mechanisms and approaches to the study of migrations of estuarine-dependent fish larvae and juveniles. In Mechanisms of migration in fishes (pp. 209-225). Springer+ Boston+ MA.),NA,NA,39.5,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,summer,summer,DISTANCE: California to Vancouver island+ 100km+ (https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_pacific_sardine_e.pdf) TIMING: depends on subpopulation entirely+ summer is a large generalization POPULATION SPECIFIC: timing+ see IUCN,Nikki,unk,NA,9125,7-25 years max (IUCN Red List),NA
2768,NA,Martâˆ_â‰ nez-Porchas & Hernâˆ_Â°ndez-Rodrâˆ_â‰ guez 2010,Comte,Sardinops sagax,Sardinops sagax_31.86,23,31.86,-116.6,,Sardinops,sagax,Ensenada Baja California Mexico,Aquatic,20,28.8,tmax,1.8,SD,12,critical,OS,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupeidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,20,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinops,sagax,Actinopterygii,NA,Clupeidae,NA,821,AnAge,821,AnAge,NA,unk,LARVAE: pelagic larvae (Miller+ J. M.+ Reed+ J. P.+ & Pietrafesa+ L. J. (1984). Patterns+ mechanisms and approaches to the study of migrations of estuarine-dependent fish larvae and juveniles. In Mechanisms of migration in fishes (pp. 209-225). Springer+ Boston+ MA.),NA,NA,39.5,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,summer,summer,DISTANCE: California to Vancouver island+ 100km+ (https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_pacific_sardine_e.pdf) TIMING: depends on subpopulation entirely+ summer is a large generalization POPULATION SPECIFIC: timing+ see IUCN,Nikki,unk,NA,9125,7-25 years max (IUCN Red List),NA
2769,NA,Tsuchida 1995,Comte,Sardinops sagax,Sardinops sagax_34.49,12,34.49,138.16,,Sardinops,sagax,Coastal waters of Japan,Aquatic,14,29,tmax,0.5,SD,5,lethal,death,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clupeidae,NA,Marine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,14,days,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sardinops,sagax,Actinopterygii,NA,Clupeidae,NA,821,AnAge,821,AnAge,NA,unk,LARVAE: pelagic larvae (Miller+ J. M.+ Reed+ J. P.+ & Pietrafesa+ L. J. (1984). Patterns+ mechanisms and approaches to the study of migrations of estuarine-dependent fish larvae and juveniles. In Mechanisms of migration in fishes (pp. 209-225). Springer+ Boston+ MA.),NA,NA,39.5,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,20,SL male/unsexed -fishbase,Y,none,no dormancy reported,migratory,IUCN Red List,summer,summer,DISTANCE: California to Vancouver island+ 100km+ (https://www.sararegistry.gc.ca/virtual_sara/files/cosewic/sr_pacific_sardine_e.pdf) TIMING: depends on subpopulation entirely+ summer is a large generalization POPULATION SPECIFIC: timing+ see IUCN,Nikki,unk,NA,9125,7-25 years max (IUCN Red List),NA
