"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","logic_source_for_dispersal_distance2","Notes","genus","species","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","Home.range.size_Km2","logic.source_for_Home.range.size","data_gatherer","lifespan_days","lifespan_days_reference","is.nocturnal","is.nocturnal_source","mean_yearly_max_temp","experienced_mean_yearly_max_temp"
102,"Ambystoma jeffersonianum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Claussen, D. L. 1977. Thermal acclimation in ambystomatid salamanders. Comparative Biochemistry and Physiology Part A 58:333-340.","Rohr","Ambystoma jeffersonianum_39.424_NA_-84.186",15,39.424,-84.186,"","Bufo","boreas","Warren County, Ohio",10,34.6,"tmax",NA,NA,10,"critical","Loss of righting response","0.6",NA,NA,NA,NA,233,"Adult",NA,NA,NA,"Terrestrial","10","days",NA,NA,NA,"Ambystoma","jeffersonianum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","AmphibiaWeb, 2020",21,"Oliveira et al., 2017","","","","","","Summer and Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0","Faccio, 2003","Ilona/Nikki","2190","Meyers et al., 2015","N","AmphiBIO",28.2090203863965,25.4643614968823
103,"Ambystoma jeffersonianum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Gatz, A. J., Jr. 1971. Critical thermal maxima of Ambystoma maculatum (Shaw) and Ambystoma jeffersonianum (Green) in relation to time of breeding. Herpetologica 27:157-160.","Rohr","Ambystoma jeffersonianum_40.203_NA_-77.195",10,40.203,-77.195,"","Ambystoma","jeffersonianum","Carlisle, Pennsylvania",7,34.9,"tmax",NA,NA,16,"critical","Onset of spasms","1",NA,NA,NA,NA,158,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Ambystoma","jeffersonianum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","AmphibiaWeb, 2020",21,"Oliveira et al., 2017","","","","","","Summer and Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0","Faccio, 2003","Ilona/Nikki","2190","Meyers et al., 2015","N","AmphiBIO",27.4748442553069,24.6625184929486
104,"Ambystoma jeffersonianum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Brattstrom, B. H. 1963. A preliminary review of the thermal requirements of amphibians. Ecology 44:238-255.","Rohr","Ambystoma jeffersonianum_47.165_NA_-95.197",18,47.165,-95.197,"","Ambystoma","jeffersonianum","Itasca State Park, Minnesota",NA,36.2,"tmax",NA,NA,6,"critical","Loss of righting response",NA,NA,NA,NA,NA,488,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Ambystoma","jeffersonianum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","AmphibiaWeb, 2020",21,"Oliveira et al., 2017","","","","","","Summer and Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0","Faccio, 2003","Ilona/Nikki","2190","Meyers et al., 2015","N","AmphiBIO",25.6859921725417,21.9128918503138
117,"Ambystoma maculatum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Hutchison, V. H. 1961. Critical thermal maxima in salamanders. Physiological Zoology 34:92-125.","Rohr","Ambystoma maculatum_35.994_NA_-78.899",20,35.994,-78.899,"","Ambystoma","maculatum","Durham, North Carolina",30,37.2,"tmax",NA,NA,4,"critical","Onset of spasms","1",NA,NA,NA,NA,147,"Adult",NA,NA,NA,"Terrestrial","30","days",NA,NA,NA,"Ambystoma","maculatum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","Madison, 1997",24.8,"Oliveira et al., 2017","","","","","","Summer and Winter","Gatz, 1973;AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.000008-0.0000015 ","Meyers et al., 2015","Micky/Ilona/Nikki","11680","Oliveira et al., 2017;AmphibiaWeb, 2020","N","AmphiBIO",29.1071849606026,26.3115623650384
118,"Ambystoma maculatum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Gatz, A. J. J. 1973. Intraspecific variations in critical thermal maxima of Ambystoma maculatum. Herpetologica 29:264-268.","Rohr","Ambystoma maculatum_36.022_NA_-78.903",13,36.022,-78.903,"","Ambystoma","maculatum","Durham County, North Carolina",NA,35.4,"tmax",NA,NA,52,"critical","Onset of heat coma after spasms ended","0.7",NA,NA,NA,NA,109,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Ambystoma","maculatum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","Madison, 1997",24.8,"Oliveira et al., 2017","","","","","","Summer and Winter","Gatz, 1973;AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.000008-0.0000015 ","Meyers et al., 2015","Micky/Ilona/Nikki","11680","Oliveira et al., 2017;AmphibiaWeb, 2020","N","AmphiBIO",29.0335369955331,26.2254000457214
119,"Ambystoma maculatum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Gatz, A. J. J. 1973. Intraspecific variations in critical thermal maxima of Ambystoma maculatum. Herpetologica 29:264-268.","Rohr","Ambystoma maculatum_36.026_NA_-79.11",13,36.026,-79.11,"","Ambystoma","maculatum","Orange County, North Carolina",NA,35.8,"tmax",NA,NA,31,"critical","Onset of heat coma after spasms ended","0.7",NA,NA,NA,NA,223,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Ambystoma","maculatum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","Madison, 1997",24.8,"Oliveira et al., 2017","","","","","","Summer and Winter","Gatz, 1973;AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.000008-0.0000015 ","Meyers et al., 2015","Micky/Ilona/Nikki","11680","Oliveira et al., 2017;AmphibiaWeb, 2020","N","AmphiBIO",28.3732298641451,25.5876793088692
122,"Ambystoma maculatum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Gatz, A. J. J. 1973. Intraspecific variations in critical thermal maxima of Ambystoma maculatum. Herpetologica 29:264-268.","Rohr","Ambystoma maculatum_40.203_NA_-77.195",13,40.203,-77.195,"","Ambystoma","maculatum","Carlisle, Pennsylvania",NA,35.5,"tmax",NA,NA,27,"critical","Onset of heat coma after spasms ended","0.7",NA,NA,NA,NA,158,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Ambystoma","maculatum","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","Madison, 1997",24.8,"Oliveira et al., 2017","","","","","","Summer and Winter","Gatz, 1973;AmphibiaWeb, 2020","non-migratory","","Winter",NA,"","0.000008-0.0000015 ","Meyers et al., 2015","Micky/Ilona/Nikki","11680","Oliveira et al., 2017;AmphibiaWeb, 2020","N","AmphiBIO",28.010813858244,23.9440849188418
127,"Ambystoma tigrinum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.","Rohr","Ambystoma tigrinum_32.32_NA_-106.764",20,32.32,-106.764,"","Ambystoma","tigrinum","Las Cruces, New Mexico",7,36.6,"tmax",NA,NA,8,"critical","Spasms ceased and an open mouth gape was apparent","0.5",NA,NA,NA,NA,1217,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Ambystoma","tigrinum","1460","De Magalhães & Costa, 2009","1460","De Magalhães & Costa, 2009","","0-1","AmphibiaWeb, 2020;Madison & Farrand, 1998",33,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.071","Madison & Farrand, 1998;AmphibiaWeb, 2020","Ilona/Nikki","9125","AmphibiaWeb, 2020","N","AmphiBIO",29.4709581160037,29.4709581160037
134,"Ambystoma tigrinum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Delson, J., and W. G. Whitford. 1973. Critical thermal maxima in several life history stages in desert and montane populations of Ambystoma tigrinum. Herpetologica 29:352-355.","Rohr","Ambystoma tigrinum_33.126_NA_-105.752",10,33.126,-105.752,"","Ambystoma","tigrinum","Sacramento Mountains, New Mexico",7,36.5,"tmax",NA,NA,5,"critical","Spasms ceased and an open mouth gape was apparent","0.5",NA,NA,NA,NA,2225,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Ambystoma","tigrinum","1460","De Magalhães & Costa, 2009","1460","De Magalhães & Costa, 2009","","0-1","AmphibiaWeb, 2020;Madison & Farrand, 1998",33,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.071","Madison & Farrand, 1998;AmphibiaWeb, 2020","Ilona/Nikki","9125","AmphibiaWeb, 2020","N","AmphiBIO",24.4063470765954,24.4063470765954
136,"Ambystoma tigrinum","Chordata","Amphibia","Caudata","Ambystomatidae",NA,"Claussen, D. L. 1977. Thermal acclimation in ambystomatid salamanders. Comparative Biochemistry and Physiology Part A 58:333-340.","Rohr","Ambystoma tigrinum_37.722_NA_-89.323",15,37.722,-89.323,"","Ambystoma","tigrinum","Jackson County, Illinois",10,35.7,"tmax",NA,NA,10,"critical","Loss of righting response","0.6",NA,NA,NA,NA,149,"Adult",NA,NA,NA,"Terrestrial","10","days",NA,NA,NA,"Ambystoma","tigrinum","1460","De Magalhães & Costa, 2009","1460","De Magalhães & Costa, 2009","","0-1","AmphibiaWeb, 2020;Madison & Farrand, 1998",33,"Oliveira et al., 2017","","","","","","Winter","AmphibiaWeb, 2020","non-migratory","",NA,NA,"","0.071","Madison & Farrand, 1998;AmphibiaWeb, 2020","Ilona/Nikki","9125","AmphibiaWeb, 2020","N","AmphiBIO",29.916339848745,29.916339848745
301,"Ascaphus truei","Chordata","Amphibia","Anura","Ascaphidae",NA,"Claussen, D. L. 1973. The thermal relations of the tailed frog, Ascaphus truei, and the pacific treefrog, Hyla regilla. Comparative Biochemistry and Physiology part A 44:137-153.","Rohr","Ascaphus truei_46.989_NA_-114.015",0,46.989,-114.015,"","Ascaphus","truei","Missoula, Montana",7,27.5,"tmax",NA,NA,8,"critical","Loss of righting response","1",NA,NA,NA,NA,1396,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Ascaphus","truei","730","Oliveira et al., 2017","730","Oliveira et al., 2017","Y","0-1","AmphibiaWeb, 2020",5,"Oliveira et al., 2017","","","","","","","Meyers et al., 2015","non-migratory","",NA,NA,"","0.00031416","AmphibiaWeb, 2020","Nikki","5110","AmphibiaWeb, 2020","Y","AmphiBIO",22.3953611231264,22.3953611231264
533,"Crinia parinsignifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia parinsignifera_-37_304.8_145.887",10,-37,145.887,"","Crinia","parainsignifera","Victoria, Warrenbayne, Australia",12,35.1,"tmax",NA,NA,7,"critical","onset_of_spasm","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","parinsignifera","unk","","unk","","","0-1","Bishop-Taylor et al., 2015",2,"Oliveira et al., 2017","","","","","","","Wassens et al., 2013;Chambers, 2008","non-migratory","",NA,NA,"","unk","","Micky/Nikki","unk","","N","AmphiBIO",27.618093781913,27.618093781913
535,"Crinia parinsignifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia parinsignifera_-32_304.8_147.196",5,-32,147.196,"","Crinia","parainsignifera","NSW, Nyngan, Australia",12,34.6,"tmax",NA,NA,2,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","parinsignifera","unk","","unk","","","0-1","Bishop-Taylor et al., 2015",2,"Oliveira et al., 2017","","","","","","","Wassens et al., 2013;Chambers, 2008","non-migratory","",NA,NA,"","unk","","Micky/Nikki","unk","","N","AmphiBIO",32.3601601143017,32.3601601143017
537,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-43_304.8_147.371",5,-43,147.371,"","Crinia","signifera","Oatlands, Tasmania",12,34.2,"tmax",NA,NA,15,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",20.1125816952678,20.1125816952678
541,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_304.8_148.174",5,-38,148.174,"","Crinia","signifera","Buchan, Victoria",12,34.5,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",26.4079651711217,26.4079651711217
546,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_304.8_142.518",5,-38,142.518,"","Crinia","signifera","Grampians, Victoria",12,33,"tmax",NA,NA,39,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",25.1305836752459,25.1305836752459
550,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_304.8_145.245",10,-38,145.245,"","Crinia","signifera","Knox, Victoria",12,34.6,"tmax",NA,NA,13,"critical","onset_of_spasm","1",NA,NA,NA,"Winter",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",29.0460076409335,29.0460076409335
554,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-38_304.8_148.206",5,-38,148.206,"","Crinia","signifera","Murrindal, Victoria",12,35,"tmax",NA,NA,2,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",26.4079651711217,26.4079651711217
556,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-37_1905_148.264",5,-37,148.264,"","Crinia","signifera","Mt. Kosciuszko, New South Wales",12,33.8,"tmax",NA,NA,12,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",1905,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",20.7790666995076,20.7790666995076
560,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-34_304.8_151.342",5,-34,151.342,"","Crinia","signifera","Gosford, New South Wales",12,33.7,"tmax",NA,NA,3,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",24.7543146585257,24.7543146585257
562,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Crinia signifera_-31_762_151.667",5,-31,151.667,"","Crinia","signifera","Armidale, New South Wales",12,33.1,"tmax",NA,NA,9,"critical","onset_of_spasm","1",NA,NA,NA,"Spring",762,"Adult",NA,NA,NA,"Terrestrial","10-24d","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",27.6892335248111,27.6892335248111
566,"Crinia signifera","Chordata","Amphibia","Anura","Myobatrachidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Crinia signifera_-27.559_NA_152.276",15,-27.559,152.276,"","Crinia","signifera","Gatton, Queensland",7,35.3,"tmax",NA,NA,1,"critical","Onset of spasms","0.3",NA,NA,NA,NA,107,"Adult",NA,NA,NA,"Terrestrial","7","days","walking",NA,NA,"Crinia","signifera","1095","Lauck, 2005a","730","Lauck, 2005a","","0-1","Lauck, 2005b",3,"S. Baker & Lauck, 2006","3.0"," S. Baker & Lauck, 2006","2.5","S. Baker & Lauck, 2006","","","S. Baker & Lauck, 2006","non-migratory","",NA,NA,"","unk","","Micky/Nikki","2555","Lauck, 2005b","Y","AmphiBIO",29.1397327768131,29.1397327768131
1075,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-38_304.8_146.267",5,-38,146.267,"","Crinia","victoriana","Mt. Baw Baw, Victoria",12,31.7,"tmax",NA,NA,1,"critical","onset_of_spasm","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Geocrinia","victoriana","unk","","unk","","","unk","",3.5,"Oliveira et al., 2017","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","AmphiBIO",25.0088307745818,25.0088307745818
1077,"Geocrinia victoriana","Chordata","Amphibia","Anura","Myobatrachidae","Nikki","Brattstrom_1970","Rohr","Geocrinia victoriana_-37_304.8_144.284",10,-37,144.284,"","Crinia","victoriana","Bendago, Victoria",12,34.4,"tmax",NA,NA,45,"critical","onset_of_spasm","1",NA,NA,NA,"Autumn",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Geocrinia","victoriana","unk","","unk","","","unk","",3.5,"Oliveira et al., 2017","","","","","","","","non-migratory","",NA,NA,"","unk","","Nikki","unk","","N","AmphiBIO",28.3036646822745,28.3036646822745
1158,"Hyperolius viridiflavus","Chordata","Amphibia","Anura","Hyperoliidae",NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.","Rohr","Hyperolius viridiflavus_4.7816485_NA_30.3826905",25,4.7816485,30.3826905,"","Hyperolius","viridiflavus","Commercial supplier in Mozambique",NA,40.5,"tmax",NA,NA,9,"critical","Sharp increase in EWL",NA,NA,NA,NA,NA,737,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Hyperolius","viridiflavus","120","Meyers et al., 2015","120","Meyers et al., 2015","Y","unk","",3.4,"Oliveira et al., 2017","","","","","","Summer","Meyers et al., 2015","non-migratory","",NA,NA,"","kunk","Meyers et al., 2015","Nikki","365","Meyers et al., 2015","Y","AmphiBIO",29.9847649815661,29.972774711451
1162,"Hyperolius viridiflavus","Chordata","Amphibia","Anura","Hyperoliidae",NA,"Geise, W., and K. E. Linsenmair. 1988. Adaptations of the reed frog Hyperolius viridiflavus (Amphibia, Anura, Hyperoliidae) to its arid environment IV: ecological significance of water economy with comments on thermoregulation and energy allocation. Oecologia 77:327-338.","Rohr","Hyperolius viridiflavus_7.54_NA_-5.547",27,7.54,-5.547,"","Hyperolius","viridiflavus","Ivory Coast, West Africa",NA,42.3,"tmax",NA,NA,9,"critical","Sharp increase in EWL",NA,NA,NA,NA,NA,259,"Adult",NA,NA,NA,"Terrestrial",NA,"days",NA,NA,NA,"Hyperolius","viridiflavus","120","Meyers et al., 2015","120","Meyers et al., 2015","Y","unk","",3.4,"Oliveira et al., 2017","","","","","","Summer","Meyers et al., 2015","non-migratory","",NA,NA,"","kunk","Meyers et al., 2015","Nikki","365","Meyers et al., 2015","Y","AmphiBIO",29.4575595379555,29.3722260608783
1397,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae","Nikki","Brattstrom_1970","Rohr","Limnodynastes dorsalis_-39_304.8_146.333",10,-39,146.333,"","Limnodynastes","dorsalis","Wilson's Promontory National Park, Victoria",12,33.2,"tmax",NA,NA,2,"critical","righting_ability","1",NA,NA,NA,"Summer",304.8,"Adult",NA,NA,NA,"Terrestrial","10-24d","days",NA,NA,NA,"Limnodynastes","dorsalis","730","https://web.archive.org/web/20080719222308/http://frogsaustralia.net.au/frogs/display.cfm?frog_id=35","unk","","","unk","",7.3,"Oliveira et al., 2017","","","","","","Summer","IUCN, 2020","non-migratory","",NA,NA,"","unk","","ALH/Nikki","unk","","N","AmphiBIO",26.2557401103967,22.0473004971577
1400,"Limnodynastes dorsalis","Chordata","Amphibia","Anura","Limnodynastidae",NA,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.","Rohr","Limnodynastes dorsalis_-37.064_NA_144.217",15,-37.064,144.217,"","Limnodynastes","dorsalis","Castlemaine, Victoria",7,35.3,"tmax",NA,NA,17,"critical","Onset of spasms","0.3",NA,NA,NA,NA,299,"Adult",NA,NA,NA,"Terrestrial","7","days",NA,NA,NA,"Limnodynastes","dorsalis","730","https://web.archive.org/web/20080719222308/http://frogsaustralia.net.au/frogs/display.cfm?frog_id=35","unk","","","unk","",7.3,"Oliveira et al., 2017","","","","","","Summer","IUCN, 2020","non-migratory","",NA,NA,"","unk","","ALH/Nikki","unk","","N","AmphiBIO",28.3355646822745,24.2560047527182
